ID,Reviews,Ratings
617,"I don't really like the quality of it. When you start to bend it around your wrist you can hear it almost crackling. I'm guessing this is because its Pewter which I'm not familiar with but I'm sure I wont purchase anything Pewter again. It looks like it would be a nice weight and feel but it just feels thin and brittle, when you bend it you can sort of see it get bubbled cracks(thats the best way I can describe it). I thought from the previous reviews that I would like it.. But I don't. It's a 50/50 product I guess. All in all, I'm dissapointed and I know I won't be wearing it anytime soon.
",2
618,"The look of the bracelet was exactly like the picture. It looked great on my wrist and for a month of wearing maybe 3 times a week. it broke. The metal broke right at the tail of the wolf. Maybe it is a weak spot at the wield, but I was shocked that it broke so easily. I liked the look and feel, but duribility is a big question. I would not buy this item again.
",2
630,"This is a nice ring. I thought it very pretty when I first received it. Over time it seems to have faded in color and I no longer wear it.
",2
688,"This charm is small and beautiful ... the hook on the charm broke after 1 week ... considering the price I was shocked at the small size and the fact that it broke so quickly ... BUT I will not return this product because I do love it despite the downfalls
",2
699,"Cute and cheap - you get what you pay for but only for a week. Because that's how long it takes before the stone falls out of the stud. You probably won't notice at first that you're walking around wearing 1 earring that looks like you found it in a dumpster. Not impressed, but I've accepted it and moved on. Clearly.
",2
705,"when this arrived, I was really disappointed. In the box it looks really cheap. However, it does look nice when it is worn. The clasp is a bit flimsy, and the shipping costs are outrageous. I would recommend you price shop a bit.
",2
713,"I got this for my wife at Christmas. We then had to travel across country from SC to WA. During the trip she kept some of her jewelry in this case. You know, the stuff she wears all the time. Well I spent hours untangling all her necklaces. They slip into the top of the case and are held in place by a little hook. The other end is free to move around. Presto! tangled necklaces. There is no way to hold the bottoms in place and if the case turns upside down (which happens when your moving luggage) the necklace slips off the top clip. Very disappointed.
",2
718,"Jewish star was purchased for my adult son. Although it is attractive, it is much too flimsy for a man to wear. I was very disappointed with the weight of the star, also. It appear in the picture to be a more substantial piece of jewelry.
",2
732,"I was embarrassed to give this to my stepmother for Christmas. I didn't realize it was embossed ""MADE IN CHINA"" on the bottom. I was very disappointed; it's a deal-breaking blemish on an otherwise nice piece.
",2
739,"I GAVE 2 STARS BECAUSE I BOUGHT THIS FOR AN ADULT CHARM BRACELET AND THIS IS TINY LIKE FOR A CHILD CHARM... IT IS VERY CUTE AND WELL MADE, SHINEY, AND THE COLOR IS A SOFT PINK (CUTE)
",2
753,"This is more of a charm than a keychain... If that's what you're looking for, buy away! However, the side of the shamrock that isn't shown has a relatively big stamp (not a sticker that can be removed) in the metal that says ""CHINA."" Not quite the Irish spirit I was looking for.
",2
757,"This charm has a goldish tint to it that made me think maybe it wasn't authentically sterling, but it was stamped with 925, as well as a GIANT ""China"" imprint. Not very pleased with the color or the stamp.
",2
760,"This item is awful! they have stamped the word China and a number into the face of the clover. who wants that?!
",2
761,"I expected this charm to be much bigger and didn't think to check the measurements when it popped up as my search for a &#34;four leaf clover key chain.&#34; It is EXTREMELY small. about the size of my finger nail. So if that is what you are looking for than this is the purchase for you. If you were looking for a key chain as I was don't waste your money. It barely fits on my key ring.
",2
763,"My biggest problem with this product is actually my fault. I searched for &#34;four leaf clover keychain&#34;, and this was the first item on the list. I did not read the entire name of the item which ends in &#34;charm&#34; or the description. The picture gave me no size reference so it actually looked like a keychain. And of course it was exactly what I was looking for in a keychain, sooo... I bought it! Needless to say I was very disappointed when I received it, and it was no bigger than an eraser head! So I just want to make sure everyone understands its a charm for a charm bracelet and not a keychain!Besides this minor complaint, I gave it only two stars because if I were purchasing a charm for my sister or girlfriend, then I still would have been disappointed! Like I said earlier, it's about the size of an eraser head which is small even for a charm. But also, on the backside it's got the word &#34;CHINA&#34; written across one of the leaves! And on another leaf it has a sterling silver marking. When I get a charm for my loved ones I, nor they want it to say anything besides what it's supposed to say!
",2
777,"Bought these for my 9 year old niece for christmas and was slightly disappointed in them. They are really small. You have to have tiny ears to be able to notice that you even have them on. So, I'd only recommend them for toddlers and younger children pre-school who have pierced ears. Quality is decent sterling silver, and they are probably ok for moms to put on their toddlers because they will stay nicely due to the good screw backing. But,kids a little older who usually put their own earrings in might be disappointed and will probably have trouble putting them in themselves. They are so tiny (looks like about 1/4"") it's difficult to hold them to put them in and they will also be lost easily. Probably good for a small child who won't want to change their earrings very often and maybe keep them in, or if mom can do it for her. They might also be good for anyone with multiple piercings who want a few tiny earrings to go with their central earring.
",2
781,"I was disappointed in these earring. They were very small and not very detail. It was not a good purchase
",2
789,"These are really pretty but you can barely make out that they are ballet slippers. They are really TINY. We bought them for an 8 year old. Would have been small enough for a 0-2 year old.
",2
830,"It is very small and lacks detail. I don't even know what to do with it, I just put it away when it came.
",2
833,"I bought this necklace for my granddaughter. When I received it, I took it out of the box and it had two knots in it. I worked for a while and was able to remove one. Kept having a problem with new knots. Finally gave up and returned product. The necklace was nice enough but the chain is much too delicate for a child.
",2
843,"I was not aware how tiny this charm was so I was disappointed. I am not sure my 4 year old niece will know they are slippers.
",2
856,"This item was a disappointment because it was much smaller and lighter than I expected. For the price I expected a more substantial chain and pendant....had it been priced appropriately, about 50% less, I would've expected what I got and would've avoided it as a gift.
",2
867,"This is a necklace with 3 very tiny pendants, that is not connected to each other. They sort of just clump up and usually you just see the middle in front, blocking the rest.. The pink is not has red as in the pictures, it is more of a very light pink. Only reason I gave it an extra star is because the chain is fairly sturdy.
",2
889,"These cuff links are pretty and are good in quality but a bit too big.
",2
897,"Bought this as bridesmaids gifts and had to return this item. Item more suited for a child. Pendant ok but chain thin and of poor quality.
",2
902,"The ring was too shiny and unappealing to me, upon opening the box, I knew that it just wasn't what I wanted, I gave it away to a family member.
",2
911,"I bought this ring for my boyfriend. It wasn't wide enough to look masculine unless your man has small, feminime hands. I will be returning this ring.
",2
995,"I was very disappointed in the quality of the chain. Pendant is very nice. Will think again prior to buying jewelry online.
",2
996,"I bought this for myself when it was on sale. It did not meet my expectations - much less 'elegant' than it looked in the photo.
",2
1089,"I think I waited about 3 weeks to get this necklace, and I was excited when I received it. However, on the 2nd day of wearing it, the chain broke, so now I have to purchase a new chain for it. The pendant is too heavy for the chain, so I suggest for amazon to upgrade the chain or stop selling this item with a wimpy chain.
",2
1092,"The wishbone pendant is what I thought it would be, but the clasp on the chain is so tiny I can't get it to work. So now I just wish I could wear my wishbone, but I can't.
",2
1113,"The pendant is lovely. Just the right size and very lightweight. However, after wearing it for less than a day, the chain broke. It wasn't even caught on anything, it just snapped on its own. I suppose I shouldn't have expected much for such a cheap necklace, but I was still disappointed that it didn't even last a full day.
",2
1155,"After recieving this ring, I noticed the ring was very thin and bends easy. Looks too cheap to wear. Very dissatisfied.
",2
1170,"I liked the ear rings a lot but they were not the size i expected.they were little big but suited me.
",2
1179,"This is a real nice bracelet, the problem is where the shiny part meet the matte part. The line seperating the the two is very rough, some parts that should be matte is shiny & some parts that should be shiny is matte. For a bracelet to list for a price of 400.00 should have showed better Quality & Craftsmanship. I should have returned this item, but I dont have the time nor the patience. I notified Netaya by email about the problem, but I got no reply.
",2
1269,"I personally used the tape and the e-water lotion together and the combination effectively subdue my neck-shoulder ache which I have for many years. I applied the lotion daily after bath at night and replace the tape every 2-3 days. I am convinced with the technology that I decided to try their jewellery products since having the tape seen on body is not a pretty sight to public eye. Before I make any haste/impulse purchase, I googled for the product reviews and realised it is a mixed reviews - ~50:50 positive and negative. As I am convinced with what I have experienced with the tape and lotion effect, so I decided to trust my gut feeling to get the bracelet. I take it as the 50% negative reviews could be because the users do not have any pain/aches to begin with so they do not experience any ""miracle"". For example, if you have a flawless skin to begin with, you will not expect any miracle effect even if you apply La-mer/SKII/Lancome/Estee Lauder expensive skincare product daily. That's the logic. I seriously ALMOST buy this product until I turned over the package and saw this: Made in PXXXXXXXXXS (not Japan!). Instantaneously, I put back the item on the shelf and re-purchased the tape and lotion (both are made in Japan) instead. Now I know why the split review on the bracelets because the manufacturing source is different - this is my gut feel by the way. I rather tape around my body inconspiciously to mimick the jewellery claimed effect than buying the actual jewellery where the quality is questionable by my gut-feeling and so not comfortable in buying at all.
",2
1281,"We have several Phitens - all of which are in the blue or black family. My daughter wanted an orange one, since her team colors are orange and white. In the photo, this looks like it is truly orange - and bright! The reality is that it's not. It's a very dingy color, nearly brownish, and it almost looks as though it's gone through mud and then someone attempted to wash it. Suffice it to say, I bought it for her for xmas, and she hasn't worn it yet. I'm thinking it will stay on her bureau. It's too bad.
",2
1288,"this is a piece of crap i ordered my about 2 weeks ago and the only good thing about it was that it came about 2 days early which was good but the necklace broke the second day i got it.
",2
1290,"Yeah, so I was suckered into buying this product after seeing Josh ""LIAR"" Beckett wearing this during one of his pitching outings. Lemme just say THIS IS A PIECE OF CRAP!!! No way does this thing relieve anything. I think its all in your head because when I first bought it I too believed it was working. But now MY BACK HURTS!!!! LIARS!!!! ARGH!!!PS Josh Beckett is currently injured...On the other hand, it does look nifty so if youre just buying it for the look then go for it. If not, go to an asian massage parlor or something.
",2
1299,"After 2 days it broke. I contacted phiten and they told me since I didn't buy it from them I'm screwed. I was able to fix and improve it I like it. Just poor craftmanship
",2
1344,"I should have known that 72 diamonds spread out across a 1 carat total-weight piece would mean that each diamond was 1/72 of a carat, but it didn't occur to me when I ordered this for my lady. Anyway, it showed up today and it's absurdly tiny. The metal-to-stone ratio is about 200 to 1, no exaggeration. The craftsmanship on the links is decent, it definitely meets the description as posted, but, again, there's nothing to the 'diamond' aspect of this besides a little more shine than a normal link bracelet.If you think you're going to be a baller buying this for your girl, take her out for dinner this year and save your money to get her something nicer later. The pictures of the bracelet are accurate, but the camera they use is super-human in terms of zoom & focus. I can't hold the bracelet close enough to my face to make it look that big. The surface of each link that holds the diamond is no taller than 3mm, and the diamond is pronged __inside__ each link. To give a relative impression of how small this is, I could stack 7 or 8 links wide across my thumbnail, and, again, the diamonds are inside the links (hence much smaller).I hope Mommy likes it. Otherwise, I think I'll get her a non-jewelry gift. I might get this appraised for fun, just to see if it even approaches what I paid.
",2
1377,"I liked this the least of the series. Generally, I think these little music boxes and most charming and whimsical.
",2
1383,"It works like a music box--when you open it, the music sounds. But it only runs for several minutes and there seems to be a battery failure, but I cannot find the openging for battery replacement, so my daughter just use it as a ""jewelry box"".
",2
1386,"My children have had these jewelry boxes for about 2 years. The ballerina broke within the first year. I am shopping for new ones right now, and thought I would let others know in case you are considering these. They might be OK for older children - but my kids were about 4 and 2 when they received these.
",2
1405,"I didn't think about it when I purchased it - I liked all that I saw. But I don't like the image on the top of the box - it isn't flowers like the side - it's a ballerina. The inside is pretty, but the box looks a lot cheaper in reality. Poor quality construction. Not really bad for the price compared to other boxes online, but not what I would consider a great find. I'll be watching for a different box while I shop in person after this experience.
",2
1411,"Could have been the cutest gift, but was not.The mirror is not shaped as a heart. First problem.The music is fantastic and in the end we bought it for that specific tune. First good point.After less than 2 weeks of DD (age 6) opening it, the poor ballerina sprung into action (literally) and this caused the poor ballerina to fall apart: the belly separated from the tutu, the tutu separated from the legs and the legs came off the little spring that triggers the dance.We tried to fix it once, and it worked.Unfortunately once it breaks, it will bvreak again. And it did. And when we tried to put it all back together we ended up pushing out one tiny screw that triggered the music.Not a success story.But DD loved it while it lasted.
",2
1417,"I bought this for an 8 year old - while she was delighted - I was dismayed. Ballerna is on a spring to pop up when lid is open. I doubt it will last long because of the spring
",2
1424,"The picture reflects a warm, coffee bean brown color for the jasper. I understand that natural stones vary a great deal in color, but the jasper (the largest stone) in my earrings was the color of oatmeal, with a few dark brown flecks. I can wear them with beige clothing, but they are not what I expected, based on the picture.
",2
1438,"The music box was nice and it works, but the nativity looks cheap. I gave these as gifts and I was embarrassed because it looked like I bought it from the Dollar Store for $5.
",2
1466,"I wore this anklet twice and then it was gone. I believe it broke at one of the hearts, the anklet is a white gold heart and then gold chain, then heart etc and I think the anklet has a weak point where the white heart is attached to the chain. So it was gone and I was very disappointed. Although it was a beautiful anklet and I was happy in the beginning, I don't think the way it is put together is very strong. I'm sad.
",2
1556,"The chain was too short to slide through my large head. I opened up one of the chain links to disconnect the chain and reconnect the chain before I could wear it. Few inch or two extra chain length would have earned higher star reviews.
",2
1562,"I was really excited to get my ring and it was beautiful. But it has lost it's shine, turned gray and I don't know how to get it back to original shine.
",2
1588,"After my first wear, the top ball split. I don't believe I over tightened it, especially since I was aware of the tenancy for the acrylic balls to split over a metal thread. I still gave it two stars because I have purchased other rings from this company with the same materials and had no problems.
",2
1683,"This necklace was not Italian as indicated. It did not come in a wooden gift box. It was lighter in weight than listed. It did not have a smooth and polished surface. It was generally poor quality. I returned it immediately but have yet to receive my refund two weeks later.
",2
1692,"Bracelet looked great at first, and for the most part still does EXCEPT the clasp. The clasp has been changing color since about a month after I purchased it. Only worth buying if the price is low enough that you can pay a jeweler to change the clasp. Having the clasp change color makes the whole bracelet look fake.
",2
1705,"PAIR OF CUFF LINKS I BOUGHT LOOKS VERY NICE ON PICTURE I LIKED THEM VERY MUCH BUT WHEN I RECEIVED THEM, THEY HAD VERY VISIBLE SCRATCHES ON ENAMEL AND THE STERLING SILVER FINISH AROUND ENAMEL WAS NOT TOO GREAT ALSO TAKES TOO LONG TO GET MY REFUND. TOO BAD BECAUSE I REALLY LIKED THEM. AFRAID TO BUY FROM THEM NOW.
",2
1710,"These earrings are so small not what I expected. I also don't like the way they latch. Not happy.
",2
1742,"The image really looks much better than the actual product. Stones are quite brownish, not red as one would expect of garnet. I wouldn't recommend anyone purchase this.
",2
1756,"i got this, and was like wow, this is tiny.. the image on the larger view was life size... huh, would you look at that... i spent 60 bucks on something tiny...
",2
1782,"The earrings looked great online, but when I received them they were not what I expected.
",2
1794,"Nice looking Christmas decoration, but it failed to work by the time we put it away. We probably only played it less than 5 times.
",2
1804,"I bought the ring because I had seen pictures in magazines that the bar will flip over and follow the curve of your belly as you grow. I started wearing it at month 6. It never flipped and I ended up taking it out in month 8. However, it was a little bit helpful in that the gauge was smaller so I could stretch a little more and didn't end up losing the hole. Now I'm back to my regular rings and they're fine. For 7 bucks, you might as well but it's nothing glamorous.
",2
1808,"The good:It arrived on timeIt's functionalThe bad:The ends were very tricky to screw on. I ended up having to use scissors to ship away at the bar in order to get the ends on. High maintenance!Also, the ends are really bulky and a very lumpy under clothing. No reason to have them that large.But - this is a hard item to find, so I at least appreciate that I have what I needed.Hope this helps.
",2
1817,"This ring was not as expected. The color of the Amethyst is light green, almost translucent and it does not have the two-tone color effect as shown in the picture. I have had this ring for about 6 months, only wearing it 3 times and the stone has fallen out. Beautiful picture but ring is not up to par.
",2
1831,"I also ordered these earrings, expecting them to be pink like the pair in the picture. Although they are well made, they are white; no hint of pink can be found. These earrings are nice if the color doesn't matter to you , but don't expect them to look like the pair shown.
",2
1838,"I found these earrings to be bigger, heavier, and of lower quality materials than I expected. The stones are nice, but the setting seems cheap/fake looking. I haven't worn them much at all sadly.
",2
1855,"I'm not ordering anything that has missing parts!
",2
1859,"I purchased this item thinking that it would be similar to the picture on the site. I was a little disappointed in that the bracelet links are larger then they actually appear in the photo. The bracelet is still very nice looking but, again, larger than I had assumed it would be.The clasp is very hard to fasten and unfasten. Once the bracelet is fastened it stays fastened, literally. My problem is that when I put it on I have a HARD time getting it off. I'm sure that with some wearing the clasp will get easier. I just hope, after reading another review, that it will not get so easy that I end up losing it.
",2
1894,"Do not be impressed by the photo of the pendant. In reality, it looks cheap. Worth 10 dollars, not a penny more. :(
",2
1914,"Received this item promptly. I would not order it again if I were to have the opportunity to do it over. It is not what I thought it was. The sale went fine just not satisfied with the item itself.
",2
2005,"Not happy with this ring. Looks nothing like the picture. The stone looks fake and the band is thin, very lightweight, just flimsy!Would send back but my husband opened it and threw all packing away.
",2
2029,"Granted I only spent $22 on this ring and so maybe I should not have had high expectations, but I did expect it to last more than one week of normal usage. The prongs of the setting kept catching on clothing, and they bent almost immediately, the stone became loose and then while I was trying to bend a prong back to secure the stone, the prong broke completely off. The prongs on my ring were not nearly so smooth looking as the photos show. It was a very pretty ring, but unfortunately, not made to last.
",2
2052,"BE CAREFUL!!!!! This medal is hollow and SOUNDS hollow when it moves around on a necklace. I had no idea it was going to be hollow and almose puffy looking. Because it's a good looking medal, I still gave it as the gift I intended it to be, but I was a little embarrased. I will probably replace with another, medal that doesn't ""sound"" so cheap when worn...
",2
2100,"The item exterior covering is low quality. It was made in Taiwan back when Taiwan still was ""Made in China"" so this item, while new, feels like it has been sitting in a warehouse for a generation. You can search around Amazon and find a superior product for about $17.
",2
2114,"The stones on this bracelet are extremely pale, more pink than purple. I ended up returning the bracelet because I have amethyst jewelry and it was extremely poor quality.
",2
2116,"I received the package quickly and was initially satisfied with the product- until I tried wearing said chain... the tiny clasp is extremely awkward to use- VERY difficult to put together... and to top it off it just broke. DO NOT purchase this it is cheap!
",2
2147,"I bought this bracelet for $50, and now it's a lot less, hmmm... I like the pearls, but the bracelet is very short and stiff, maybe too tightly knotted, so that I can not put it on myself. The fact that the clasp is kind of awkward doesn't help. I can not recommend this item and I would not buy it again.
",2
2157,"The pearls themselves seem to be of decent quality but the strand seems too short, its like a choker and the pearls do not lay straight. Worth the $35 but not a huge bargain for a higher quality piece.
",2
2161,"This necklace seems to have two personalities. Reviewers on one hand showered praise on it, and on the other disparaged it. Well, I gave it a try, and, sorry to say, I did not like it. Perhaps the quality of the newer ones are not up to par, because it seems the older reviews are better. In my case, I agree with one of the recent reviewer that the necklace is too tight that is why it does not straighten up. Also, a majority of the pearls are too small closer to the 3.0 size than the 7.5mm size. However, the pearls themselves seem to have a nicer quality. I returned mine.
",2
2174,"When I recieved the item, the only problem with it was a slightly bent clasp. Because of the bargain, I overlooked this relatively small matter. I thouroughly enjoyed my pearl bracelet for just over three months, wearing it almost daily. Then the strand broke near the clasp. Thankfully, I only lost one pearl, however I am very disappointed that it broke at all. Unfortunately, there is not a return, exchange, or repair policy for this item, that is viewable through this site.
",2
2185,"Ring is way too small and looks like a toy when putting it on. I would not recommend if you want a nice 1/2 carat ring.
",2
2214,"The quality of the pearls looked fine. However, the stringing was not good and the pearls would not lay flat.
",2
2234,"I bought this item for my wife, I just recieved it now and with great anticipation opened the box only to be shocked by its tiny size. the picture posted by amazon is really really REALLY enlarged. this thing is no bigger then a pair of rice grain stuck together. dissapointed.
",2
2252,"The product was beautiful! But the post came unscrewed during the first night I slept in them and I now only have one earring.... $40 down the drain.
",2
2256,"The dangles are poorly made and are very stiff. while trying to adjust, one of the stones fell out. Super glued it back in and still wore them. They look nice though. (I had a matching necklace)
",2
2326,"The ring felt a little thinner than expected, but aside from that it's a nice looking ring. The problem is that it fit much smaller than the size listed. I am able to wear it but not on the finger I wanted because it's too small.
",2
2330,"Buyer beware. Take your left or right hand. Now look at your pinky finger. Go to the tip of your pinky finger. Depending on the size of your hand, the tip of your pinky might be larger than this ""Italian charm."" No charm here. I am not moved.
",2
2334,"I tried this ring on my wedding ring band finger and it would slip and slide around my finger, so I know that I must need an 8.5 size ring for my wedding ring band finger. I was disappointed that it didn't fit but I am getting another one that is a 3-Stone ring that is a size 8.5 and it represents more to me about my wedding day and process than just the one solitary stone.
",2
2363,"I bought these for a cartilidge piercing. I like small earrings, but these were almost too small to get in my ear. After 20 minutes, I finally got them in, but I could not close them. This was about 5 days ago and I still have not been able to close the darn things. I have already lost one because it fell out. I would recommend a slightly larger earring with a HINGE clasp.
",2
2367,"I bought 2 pairs of these for my second and third lobe piercings to wear on a daily basis. They were the perfect size, however, they were surprisingly hard to put in. The clasp was incredibly hard to get into the hole in 2 of the earrings.I've had them for a little under a month now and the silver is turning brown/black on the inside of the hoop in all 4 earrings. You do get what you pay for, seeing as they were so inexpensive. These might be good if you plan on taking them out daily. I wouldn't buy them again.
",2
2369,"I received these earrings fro my teen daughter and they were very very small don't recommend them to any one.
",2
2370,"If I could go back and not buy these I would. I should have listened to the reviews because they're right! I bought 6 pairs of these for my ears and thought I could put them in my lobe piercings and the other pair in my cartilage. Well I was wrong. The earrings were really hard to get clipped in the back so it took me over an hour to get 4 pairs in and they didn't fit in my cartilage at all. They were however the size I wanted for my ear. Another thing I noticed, about a week of wearing them the part that goes into your ear started to change color to an almost black color. Next time I'll listen. A few earrings also un clipped and I almost lost them.
",2
2385,"I gave this product a low rating ONLY because the wire would not stay closed. I did like the earrings just not the fact that the ONE hoop wire would not stay closed. The seller did accept request for complete refund. At this time I am awaiting the refund to be credited. If need be, I will change this review to a higher 'star' rating.
",2
2387,"I have not purchased, but at 10 by 8 millimeters, the stone is smaller than what I'm looking for. Can anyone let me know where I can find a larger stone?
",2
2406,"These are really small and look like a craft project that my niece would make at school. I wouldn't recommend them.
",2
2436,"I know it's the nature of natural stones not to have consistent color, but I didn't like the way these earrings went from light at the top to dark at the bottom. If the bracelet can be made with matching stones, I would think they could make the earrings the same way.
",2
2450,"This is a nice set of earrings for a reasonable price. However, on the backside of the earrings, the words ""Made In Thailand"" are stamped in letters large enough to easily read. While the earrings will hang so as to conceal this gaudy stamp most of the time, it will become noticeable over the course of the day.This product could have been an exceptional buy, but the tasteless stamping on the back of the earring itself makes this reminiscent of a child's play jewelry.
",2
2451,"I got the earrings today and they don't look at all like in the picture in fact they look cheaper than what I paid for so disappointed
",2
2454,"I had these on my wish list for a long time and finally ordered them. In the picture they look much more substancial then they really are. They are super light and flimsy, and would be better for a small child, not an adult earring!
",2
2462,"Well, I purchased it for my wife thinking it was 2-shaded earrings[as looked in the picture]. However, it's plain sterling silver. It's bent from the middle that gives a shade in some conditions. Moreover, it's extremely thing and the doesn't worth the money!
",2
2477,"If you like this design, then go for it, because Peora has good quality pieces. However, after seeing this in person, I can tell you that the setting is too big and overpowering for the size of this gemstone, so it ends up looking a little weird. It might look better with a stone that has more brilliance than citrine (perhaps blue topaz?), but either way I'd look for a different setting.
",2
2497,"Read the measurements carefully...this is MUCH smaller than it appears, and not high quality. I've not been impressed with Amazon's jewelry in the slightest.
",2
2501,"The flowers on this bracelet are quite large - the picture doesn't accurately depict it. There is nothing dainty about this piece. I would NOT pay the full price listed on Amazon, and I don't feel it is worth the price I paid either ($49). The other thing I don't like about this bracelet is the large gap between the flowers, where the clasp attaches. There are needless links that create this space and make it quite unattractive.
",2
2514,"I ordered my jewelry cleaner directly from Shaper Image. The unit arrived a few days later, but they didn't ship the cleaning solution with it and it took another week for that to arrive. When I finally got everything I was so excited to use the cleaner expecting to get the orginial shine my engagement ring had when my husband gave it to me. I was disappointed. After 2 cleanings (one on normal mode and one on high) the cleaner got the platinum band shiny again and the top of the diamond. However my particular ring has a unique setting that is like a U shape that the diamond sits in. When you hold the ring up at eye level you can actually see the bottom of the diamond. The cleaner did not clean the area under the diamond at all. I can easily get into this area under the diamond with a small brush, it is an open space so I thought the solution wouldn't have any issues reaching this area. I was able to clean my ring better with the cheap ammonia based solution that you buy at a drugstore. This machine was a total waste of money for me.UPDATED: I have to admit I was too quick to judge this product. Apparently my ring was just extremely dirty, because it took about 6 cycles to get it completely clean. Now it does shine and sparkle again, and by keeping it maintained every 2 weeks it now stays that way. I do recommend this product, it just may take some patience in the beginning.
",2
2547,"It was smaller than I had expected, but it is a necklace that I will definitely wear in the future.
",2
2560,"I should have paid attention to the other review. These stones are very light almost pink. I loves the sapphire ones but am really disappointed in these. The diamonds are nice and for the price they are okay earrings. Since they are so inexpensive, I won't return them. After I pay shipping again, it's not worth it. But I won't buy from the company again.
",2
2611,"Steel? Is that what it is? It's design is nice, but it's about as flimsy as you can get! We were going to give it for a present after our son graduated from boot camp. After all the hard work he did, this would have been an insult to give him. We found another one that was much sturdier.
",2
2620,"Ordered these after ordering a pair of similar sized from smile river. These had much better color, a darker green that is fairly well represented in the picture. The clarity was poor (I don't expect diamond like clarity), so they really didn't sparkle. I'm guessing these could have benefited from a treatment of some sort. As Emeralds are in huge demand now, getting a good quality stone is very expensive. I talked to a guy at Halzberg Diamonds, and a set of 1/4 ct AAA stones was $1500+.
",2
2634,"This item is described as being "" 2"" Tall "". It is actually a tad under 1.5"". I e-mailed Sabrina Silver about my dissatisfaction with the deceptive description of the cross. They wrote me back that they didn't like my ""tone"" and that they were not going to apologize. They have however changed the description. Be advised though that the newly described height includes the loop on top of the cross.
",2
2643,"Beautiful item it is as pictured, but the color tarnishes very quickly! This is a problem! Don't waste your time!
",2
2673,"Came un-hooked very easy. This item was longer than normal and I was unable to wear it.
",2
2704,"The stones were smaller than appeared in the picture of them. Otherwise they are very nice.
",2
2713,"I purchased these earrings to wear out to dinner a year ago but unfortunately have only worn them once. The first stone was much bigger than I expected, and instead of looking classy they look cheesy and fake.
",2
2729,"They were not as nice as I wanted them to be, I ended up returning them. I was expecting them to have more ""sparkle"", but they were pretty dull looking.
",2
2737,"This is the 2nd time I purchased from Eve's Addiction and I thought the jewelry was cheap for the amount I paid for it. Their photography is deceiving. I first purchased a bracelet for a present and was very disappointed when i received it. I returned it. I then purchased earrings and antoher pair for Christmas gifts and again, disappinted. One of the earrings looked like it had cut cz but when I received it it was just sterling silver with raised dots that appeared in the photo to be cz. I wouldn't buy from them again.
",2
2750,"This is DAINTY, PETITE, TINY. It is a little girl or pre-teen ring! I am 5 foot 4 and 125 lbs and a size 6 and have very little fingers. This is small butterfly design wise AND size wise! I have about 150 size 6 rings THAT FIT FINE this one has to be a 5 and a half! If I were to wear it it would get stuck and an ambulance would have to come and paramedics would have to remove it from my swollen, purple finger. The butterfly IS exquisite don't get me wrong. Very pretty! Looks like real diamonds but it doesn't say the dimensions here in the description. It should be a half an inch at least to have any wow factor but it HAS TO BE SMALLER THAN THAT like a little girl's ring like I mentioned before. It has to go back and i am SO UPSET! This was my Mother's Day gift! I had e-mailed these people ASKING is it ran small too! They had no clue! The picture of the ring on the finger of the manequin or whatever it is is VERY deceiving. If any of my children were older I would give it to them but I don't know one single person small enough to wear this ITTY BITTY TEENY WEENY RING! SHOCKINGLY SMALL! I MIGHT exchange for a bigger size we'll see. It came really fast. All the stones are there. Good workmanship. The design is nice. It isn't all bad. I am just mad I can't wear it and nobody would notice it anyway I am thinking, as microscopic as it is! If you are 5 foot and under 100lbs go for it!
",2
2762,"The ring turns your finger green which is quite embarrasing. The cz is loose in its setting and actually makes a small rattling noise. I tried never to get any water on the ring and it still looks dull and has lost it's sparkle after only two months. I know it was less than $50 but I have purchased other cz rings that hold sparkle and shine for years. This set should be priced at around $20
",2
2776,"BEAUTIFUL BRACELET WASN'T VERY STURDY. IT WAS A GIFT FOR MY 6YR OLD WHO DESTROYED IT IN 2WKS. CHARMS KEPT FALLING OFF.
",2
2847,"Not happy :( I was so excited for these, and I'm sure the rings would be wonderful if they weren't tarnished!! Not sure if they were just old stock or what, but they def didn't look new. I will prob just try to clean them up the best I can.
",2
2869,"I purchased these rings, to go with my gold rings, (to help make my gold rings, ""pop"" a little more with the white metal, without spending a fortune). I purchased them, to wear only two of them, on either side, of my real anniversary ring, and engagement ring. However, the stones are set in a way, that they dig into the fingers, next to the ring. Even when worn, with another two bands, (to help take the ""pressure"" off of the new bands), they still dug into my fingers, on both sides. I also found the rings, to be a bit larger, than a true size five. Don't get me wrong, they were pretty, very pretty. However, they were not worth being THAT uncomfortable.
",2
2895,"It sparkles and looks nice. I absolutely LOVE thicker bands so when I saw this, I had to try it. I loved having the option to wear all 3 or just 1. I wore it for a week then decided this had to go back. As much as I liked this, it was just too uncomfortable. The prongs stick out a lot and goes all the way around. It pokes the sides of the fingers next to it. I tried to deal with the discomfort but by the 5th or 6th day, I was soo ready to return it. Maybe this will work for someone who had really thin fingers but it was just too uncomfortable for me.
",2
2914,"I was looking for a replacement wedding band, not too expensive because I recently lost my real wedding band (so sad)! This ring is far from ""real"" looking. Its very sparkly but its just something about it, that looks unreal...hard to explain. I hate to return things, but I am returning this ring. This ring is good to compliment other costume type jewelry, but will never pass for ""real"".
",2
